d_show,p_hand,p_1c,p_2c,p_2c_h,p_3c,p_3c_h,p_4c,p_4c_h,p_5c,p_5c_h,p_6c,p_6c_h,p_7c,p_7c_h,p_final_hand,d_final,d_hit,d_bust,p_initial,p_final,p_bust,p_win
3,"8,2",8,2,1,Q,0,,0,,0,,0,,0,"8,2,Q",17,1,0,10,20,0,1
10,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",25,1,1,12,12,0,1
5,"8,2",8,2,1,5,0,,0,,0,,0,,0,"8,2,5",25,1,1,10,15,0,1
2,"10,8",10,8,0,,0,,0,,0,,0,,0,"10,8",23,1,1,18,18,0,1
3,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",13,0,0,21,21,0,1
2,"4,10",4,10,0,,0,,0,,0,,0,,0,"4,10",17,1,0,14,14,0,0
5,"K,9",K,9,0,,0,,0,,0,,0,,0,"K,9",18,1,0,19,19,0,1
6,"Q,9",Q,9,0,,0,,0,,0,,0,,0,"Q,9",17,0,0,19,19,0,1
8,"2,K",2,K,1,4,1,10,0,,0,,0,,0,"2,K,4,10",19,0,0,12,26,1,0
A,"7,5",7,5,0,,0,,0,,0,,0,,0,"7,5",22,1,1,12,12,0,1
9,"10,6",10,6,0,,0,,0,,0,,0,,0,"10,6",23,1,1,16,16,0,1
10,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",26,1,1,20,20,0,1
J,"10,J",10,J,0,,0,,0,,0,,0,,0,"10,J",25,1,1,20,20,0,1
2,"K,2",K,2,0,,0,,0,,0,,0,,0,"K,2",17,1,0,12,12,0,0
6,"10,K",10,K,0,,0,,0,,0,,0,,0,"10,K",24,1,1,20,20,0,1
K,"4,9",4,9,0,,0,,0,,0,,0,,0,"4,9",19,1,0,13,13,0,0
6,"3,10",3,10,0,,0,,0,,0,,0,,0,"3,10",18,1,0,13,13,0,0
5,"9,3",9,3,0,,0,,0,,0,,0,,0,"9,3",25,1,1,12,12,0,1
J,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",26,1,1,18,18,0,1
A,"8,2",8,2,1,8,0,,0,,0,,0,,0,"8,2,8",24,1,1,10,18,0,1
7,"K,3",K,3,1,10,0,,0,,0,,0,,0,"K,3,10",17,0,0,13,23,1,0
5,"8,4",8,4,1,9,0,,0,,0,,0,,0,"8,4,9",24,1,1,12,21,0,1
A,"3,Q",3,Q,0,,0,,0,,0,,0,,0,"3,Q",21,0,0,13,13,0,0
A,"10,3",10,3,0,,0,,0,,0,,0,,0,"10,3",21,0,0,13,13,0,0
3,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",20,1,0,17,17,0,0
2,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",23,1,1,19,19,0,1
10,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",18,0,0,21,21,0,1
6,"7,10",7,10,0,,0,,0,,0,,0,,0,"7,10",17,1,0,17,17,0,0
3,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",20,1,0,17,17,0,0
3,"10,7",10,7,1,6,0,,0,,0,,0,,0,"10,7,6",14,0,0,17,23,1,0
9,"6,6",6,6,1,K,0,,0,,0,,0,,0,"6,6,K",16,0,0,12,22,1,0
10,"6,A",6,A,0,,0,,0,,0,,0,,0,"6,A",23,1,1,17,17,0,1
5,"3,5",3,5,1,Q,0,,0,,0,,0,,0,"3,5,Q",24,1,1,8,18,0,1
K,"2,6",2,6,1,4,1,5,1,6,0,,0,,0,"2,6,4,5,6",20,0,0,8,23,1,0
10,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",20,0,0,20,20,0,0
J,"6,7",6,7,0,,0,,0,,0,,0,,0,"6,7",24,1,1,13,13,0,1
3,"6,7",6,7,1,5,0,,0,,0,,0,,0,"6,7,5",23,1,1,13,18,0,1
6,"5,J",5,J,0,,0,,0,,0,,0,,0,"5,J",17,1,0,15,15,0,0
10,"A,6",A,6,0,,0,,0,,0,,0,,0,"A,6",20,0,0,17,17,0,0
J,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",21,1,0,19,19,0,0
3,"7,9",7,9,0,,0,,0,,0,,0,,0,"7,9",17,1,0,16,16,0,0
3,"Q,5",Q,5,0,,0,,0,,0,,0,,0,"Q,5",19,1,0,15,15,0,0
6,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",18,1,0,17,17,0,0
Q,"A,5",A,5,1,9,1,J,0,,0,,0,,0,"A,5,9,J",15,0,0,16,25,1,0
9,"9,2",9,2,1,2,1,6,0,,0,,0,,0,"9,2,2,6",19,0,0,11,19,0,0
3,"K,6",K,6,0,,0,,0,,0,,0,,0,"K,6",23,1,1,16,16,0,1
K,"4,A",4,A,1,A,1,4,0,,0,,0,,0,"4,A,A,4",20,0,0,15,20,0,0
J,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",20,0,0,17,17,0,0
J,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",17,0,0,19,19,0,1
K,"7,6",7,6,1,J,0,,0,,0,,0,,0,"7,6,J",18,0,0,13,23,1,0
K,"7,6",7,6,1,2,1,5,0,,0,,0,,0,"7,6,2,5",18,0,0,13,20,0,1
5,"K,4",K,4,0,,0,,0,,0,,0,,0,"K,4",24,1,1,14,14,0,1
2,"6,K",6,K,1,10,0,,0,,0,,0,,0,"6,K,10",9,0,0,16,26,1,0
J,"2,3",2,3,1,7,1,5,1,10,0,,0,,0,"2,3,7,5,10",17,0,0,5,27,1,0
9,"3,10",3,10,0,,0,,0,,0,,0,,0,"3,10",19,0,0,13,13,0,0
9,"3,4",3,4,1,10,0,,0,,0,,0,,0,"3,4,10",19,0,0,7,17,0,0
2,"K,5",K,5,0,,0,,0,,0,,0,,0,"K,5",23,1,1,15,15,0,1
3,"4,7",4,7,1,A,0,,0,,0,,0,,0,"4,7,A",17,1,0,11,12,0,0
3,"4,Q",4,Q,1,5,0,,0,,0,,0,,0,"4,Q,5",17,1,0,14,19,0,1
9,"7,7",7,7,1,5,0,,0,,0,,0,,0,"7,7,5",19,0,0,14,19,0,0
7,"Q,2",Q,2,0,,0,,0,,0,,0,,0,"Q,2",23,1,1,12,12,0,1
2,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",22,1,1,19,19,0,1
A,"K,4",K,4,0,,0,,0,,0,,0,,0,"K,4",18,0,0,14,14,0,0
K,"5,A",5,A,1,3,0,,0,,0,,0,,0,"5,A,3",22,1,1,16,19,0,1
3,"A,2",A,2,1,7,0,,0,,0,,0,,0,"A,2,7",24,1,1,13,20,0,1
J,"3,Q",3,Q,0,,0,,0,,0,,0,,0,"3,Q",20,1,0,13,13,0,0
3,"8,7",8,7,1,6,0,,0,,0,,0,,0,"8,7,6",19,1,0,15,21,0,1
2,"7,6",7,6,0,,0,,0,,0,,0,,0,"7,6",18,1,0,13,13,0,0
10,"5,J",5,J,0,,0,,0,,0,,0,,0,"5,J",23,1,1,15,15,0,1
6,"2,4",2,4,1,J,1,K,0,,0,,0,,0,"2,4,J,K",16,0,0,6,26,1,0
5,"7,7",7,7,0,,0,,0,,0,,0,,0,"7,7",20,1,0,14,14,0,0
A,"2,2",2,2,1,9,0,,0,,0,,0,,0,"2,2,9",25,1,1,4,13,0,1
8,"J,J",J,J,0,,0,,0,,0,,0,,0,"J,J",18,0,0,20,20,0,1
K,"6,7",6,7,0,,0,,0,,0,,0,,0,"6,7",25,1,1,13,13,0,1
8,"6,5",6,5,1,A,0,,0,,0,,0,,0,"6,5,A",20,1,0,11,12,0,0
10,"7,Q",7,Q,0,,0,,0,,0,,0,,0,"7,Q",20,0,0,17,17,0,0
7,"9,J",9,J,0,,0,,0,,0,,0,,0,"9,J",25,1,1,19,19,0,1
A,"2,Q",2,Q,0,,0,,0,,0,,0,,0,"2,Q",20,1,0,12,12,0,0
3,"7,10",7,10,0,,0,,0,,0,,0,,0,"7,10",17,1,0,17,17,0,0
10,"3,A",3,A,0,,0,,0,,0,,0,,0,"3,A",22,1,1,14,14,0,1
2,"A,4",A,4,0,,0,,0,,0,,0,,0,"A,4",18,1,0,15,15,0,0
3,"5,J",5,J,0,,0,,0,,0,,0,,0,"5,J",18,1,0,15,15,0,0
8,"2,J",2,J,1,5,0,,0,,0,,0,,0,"2,J,5",18,0,0,12,17,0,0
K,"8,J",8,J,1,10,0,,0,,0,,0,,0,"8,J,10",19,0,0,18,28,1,0
3,"7,Q",7,Q,0,,0,,0,,0,,0,,0,"7,Q",20,1,0,17,17,0,0
Q,"5,A",5,A,0,,0,,0,,0,,0,,0,"5,A",20,0,0,16,16,0,0
3,"K,2",K,2,0,,0,,0,,0,,0,,0,"K,2",19,1,0,12,12,0,0
2,"8,9",8,9,1,5,0,,0,,0,,0,,0,"8,9,5",8,0,0,17,22,1,0
Q,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",25,1,1,20,20,0,1
10,"3,3",3,3,1,5,1,10,0,,0,,0,,0,"3,3,5,10",18,1,0,6,21,0,1
6,"3,2",3,2,1,K,0,,0,,0,,0,,0,"3,2,K",22,1,1,5,15,0,1
5,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",19,1,0,12,12,0,0
6,"3,A",3,A,0,,0,,0,,0,,0,,0,"3,A",19,1,0,14,14,0,0
7,"3,K",3,K,0,,0,,0,,0,,0,,0,"3,K",24,1,1,13,13,0,1
A,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",20,0,0,18,18,0,0
J,"Q,2",Q,2,1,A,0,,0,,0,,0,,0,"Q,2,A",18,0,0,12,13,0,0
J,"10,5",10,5,0,,0,,0,,0,,0,,0,"10,5",18,0,0,15,15,0,0
6,"7,K",7,K,0,,0,,0,,0,,0,,0,"7,K",23,1,1,17,17,0,1
3,"7,5",7,5,0,,0,,0,,0,,0,,0,"7,5",25,1,1,12,12,0,1
2,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",17,1,0,19,19,0,1
K,"5,J",5,J,1,7,0,,0,,0,,0,,0,"5,J,7",19,0,0,15,22,1,0
A,"6,3",6,3,1,6,1,2,0,,0,,0,,0,"6,3,6,2",18,1,0,9,17,0,0
A,"A,K",A,K,0,,0,,0,,0,,0,,0,"A,K",21,0,0,21,21,0,0
J,"3,A",3,A,0,,0,,0,,0,,0,,0,"3,A",21,0,0,14,14,0,0
Q,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",18,0,0,17,17,0,0
Q,"2,4",2,4,1,7,1,5,0,,0,,0,,0,"2,4,7,5",20,0,0,6,18,0,0
Q,"5,3",5,3,1,J,0,,0,,0,,0,,0,"5,3,J",25,1,1,8,18,0,1
4,"2,6",2,6,1,Q,0,,0,,0,,0,,0,"2,6,Q",19,1,0,8,18,0,0
2,"K,8",K,8,0,,0,,0,,0,,0,,0,"K,8",19,1,0,18,18,0,0
5,"2,K",2,K,1,10,0,,0,,0,,0,,0,"2,K,10",15,0,0,12,22,1,0
J,"9,2",9,2,1,9,0,,0,,0,,0,,0,"9,2,9",20,0,0,11,20,0,0
5,"4,7",4,7,1,9,0,,0,,0,,0,,0,"4,7,9",23,1,1,11,20,0,1
6,"J,3",J,3,0,,0,,0,,0,,0,,0,"J,3",22,1,1,13,13,0,1
3,"3,Q",3,Q,0,,0,,0,,0,,0,,0,"3,Q",18,1,0,13,13,0,0
J,"2,2",2,2,1,A,1,K,1,10,0,,0,,0,"2,2,A,K,10",16,0,0,4,25,1,0
8,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",18,0,0,18,18,0,0
A,"10,9",10,9,0,,0,,0,,0,,0,,0,"10,9",20,1,0,19,19,0,0
Q,"5,2",5,2,1,Q,0,,0,,0,,0,,0,"5,2,Q",20,0,0,7,17,0,0
4,"5,3",5,3,1,K,1,2,0,,0,,0,,0,"5,3,K,2",25,1,1,8,20,0,1
7,"7,4",7,4,1,2,1,A,1,6,0,,0,,0,"7,4,2,A,6",17,0,0,11,20,0,1
3,"2,4",2,4,1,K,1,2,0,,0,,0,,0,"2,4,K,2",22,1,1,6,18,0,1
10,"4,8",4,8,0,,0,,0,,0,,0,,0,"4,8",26,1,1,12,12,0,1
6,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",19,1,0,18,18,0,0
A,"5,Q",5,Q,1,8,0,,0,,0,,0,,0,"5,Q,8",15,0,0,15,23,1,0
A,"7,7",7,7,0,,0,,0,,0,,0,,0,"7,7",21,0,0,14,14,0,0
J,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",25,1,1,19,19,0,1
6,"6,3",6,3,1,K,0,,0,,0,,0,,0,"6,3,K",24,1,1,9,19,0,1
2,"4,A",4,A,0,,0,,0,,0,,0,,0,"4,A",18,1,0,15,15,0,0
8,"J,K",J,K,0,,0,,0,,0,,0,,0,"J,K",22,1,1,20,20,0,1
4,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",22,1,1,18,18,0,1
3,"8,5",8,5,1,3,1,5,0,,0,,0,,0,"8,5,3,5",21,1,0,13,21,0,0
10,"9,3",9,3,1,3,1,Q,0,,0,,0,,0,"9,3,3,Q",18,0,0,12,25,1,0
3,"2,A",2,A,1,6,0,,0,,0,,0,,0,"2,A,6",20,1,0,13,19,0,0
K,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",20,0,0,16,16,0,0
Q,"9,7",9,7,1,4,0,,0,,0,,0,,0,"9,7,4",20,1,0,16,20,0,0
J,"4,2",4,2,1,8,0,,0,,0,,0,,0,"4,2,8",20,0,0,6,14,0,0
J,"4,9",4,9,1,Q,0,,0,,0,,0,,0,"4,9,Q",20,0,0,13,23,1,0
K,"10,6",10,6,0,,0,,0,,0,,0,,0,"10,6",21,0,0,16,16,0,0
9,"6,3",6,3,1,J,0,,0,,0,,0,,0,"6,3,J",19,0,0,9,19,0,0
K,"2,9",2,9,1,2,1,J,0,,0,,0,,0,"2,9,2,J",16,0,0,11,23,1,0
6,"8,5",8,5,0,,0,,0,,0,,0,,0,"8,5",23,1,1,13,13,0,1
3,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",18,1,0,20,20,0,1
7,"9,8",9,8,1,7,0,,0,,0,,0,,0,"9,8,7",13,0,0,17,24,1,0
9,"10,6",10,6,0,,0,,0,,0,,0,,0,"10,6",18,1,0,16,16,0,0
J,"6,4",6,4,1,4,1,Q,0,,0,,0,,0,"6,4,4,Q",17,0,0,10,24,1,0
3,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",14,0,0,21,21,0,1
4,"2,6",2,6,1,K,0,,0,,0,,0,,0,"2,6,K",22,1,1,8,18,0,1
5,"Q,5",Q,5,0,,0,,0,,0,,0,,0,"Q,5",18,1,0,15,15,0,0
5,"Q,8",Q,8,1,J,0,,0,,0,,0,,0,"Q,8,J",15,0,0,18,28,1,0
3,"3,4",3,4,1,A,0,,0,,0,,0,,0,"3,4,A",20,1,0,7,18,0,0
8,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",18,0,0,20,20,0,1
J,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",17,1,0,17,17,0,0
2,"3,8",3,8,1,8,0,,0,,0,,0,,0,"3,8,8",17,1,0,11,19,0,1
K,"3,10",3,10,0,,0,,0,,0,,0,,0,"3,10",20,0,0,13,13,0,0
3,"J,9",J,9,0,,0,,0,,0,,0,,0,"J,9",20,1,0,19,19,0,0
8,"J,7",J,7,0,,0,,0,,0,,0,,0,"J,7",26,1,1,17,17,0,1
7,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",17,0,0,18,18,0,1
A,"Q,6",Q,6,0,,0,,0,,0,,0,,0,"Q,6",21,0,0,16,16,0,0
5,"7,8",7,8,0,,0,,0,,0,,0,,0,"7,8",24,1,1,15,15,0,1
6,"3,10",3,10,1,3,1,10,0,,0,,0,,0,"3,10,3,10",17,0,0,13,26,1,0
9,"5,Q",5,Q,0,,0,,0,,0,,0,,0,"5,Q",19,1,0,15,15,0,0
K,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",21,0,0,19,19,0,0
9,"3,A",3,A,1,5,0,,0,,0,,0,,0,"3,A,5",22,1,1,14,19,0,1
9,"3,4",3,4,1,3,1,10,0,,0,,0,,0,"3,4,3,10",22,1,1,7,20,0,1
K,"9,3",9,3,1,8,0,,0,,0,,0,,0,"9,3,8",20,0,0,12,20,0,0
Q,"4,J",4,J,1,4,0,,0,,0,,0,,0,"4,J,4",18,0,0,14,18,0,0
9,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",20,1,0,20,20,0,0
J,"9,2",9,2,1,4,0,,0,,0,,0,,0,"9,2,4",22,1,1,11,15,0,1
J,"A,4",A,4,1,Q,1,5,0,,0,,0,,0,"A,4,Q,5",20,0,0,15,20,0,0
3,"2,A",2,A,1,6,0,,0,,0,,0,,0,"2,A,6",19,1,0,13,19,0,0
7,"J,5",J,5,0,,0,,0,,0,,0,,0,"J,5",21,1,0,15,15,0,0
K,"5,7",5,7,0,,0,,0,,0,,0,,0,"5,7",20,0,0,12,12,0,0
7,"4,5",4,5,1,J,0,,0,,0,,0,,0,"4,5,J",23,1,1,9,19,0,1
9,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",17,0,0,20,20,0,1
A,"K,K",K,K,0,,0,,0,,0,,0,,0,"K,K",18,1,0,20,20,0,1
9,"K,8",K,8,0,,0,,0,,0,,0,,0,"K,8",19,0,0,18,18,0,0
A,"2,8",2,8,1,5,1,6,0,,0,,0,,0,"2,8,5,6",25,1,1,10,21,0,1
J,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",26,1,1,19,19,0,1
J,"Q,6",Q,6,1,K,0,,0,,0,,0,,0,"Q,6,K",20,0,0,16,26,1,0
J,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",20,0,0,21,21,0,1
6,"J,4",J,4,1,J,0,,0,,0,,0,,0,"J,4,J",16,0,0,14,24,1,0
10,"A,Q",A,Q,0,,0,,0,,0,,0,,0,"A,Q",15,0,0,21,21,0,1
3,"7,A",7,A,1,10,1,8,0,,0,,0,,0,"7,A,10,8",8,0,0,18,26,1,0
J,"9,3",9,3,1,8,0,,0,,0,,0,,0,"9,3,8",18,1,0,12,20,0,1
A,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",18,0,0,20,20,0,1
9,"6,K",6,K,1,5,0,,0,,0,,0,,0,"6,K,5",19,1,0,16,21,0,1
6,"K,9",K,9,0,,0,,0,,0,,0,,0,"K,9",23,1,1,19,19,0,1
7,"6,K",6,K,0,,0,,0,,0,,0,,0,"6,K",20,1,0,16,16,0,0
K,"K,2",K,2,1,A,0,,0,,0,,0,,0,"K,2,A",20,0,0,12,13,0,0
3,"6,A",6,A,0,,0,,0,,0,,0,,0,"6,A",26,1,1,17,17,0,1
A,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",21,0,0,17,17,0,0
7,"5,4",5,4,1,3,1,4,0,,0,,0,,0,"5,4,3,4",25,1,1,9,16,0,1
9,"2,J",2,J,1,6,0,,0,,0,,0,,0,"2,J,6",19,0,0,12,18,0,0
A,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",18,0,0,19,19,0,1
A,"2,6",2,6,1,6,0,,0,,0,,0,,0,"2,6,6",20,1,0,8,14,0,0
7,"10,4",10,4,1,K,0,,0,,0,,0,,0,"10,4,K",17,0,0,14,24,1,0
A,"4,4",4,4,0,,0,,0,,0,,0,,0,"4,4",21,0,0,8,8,0,0
5,"3,2",3,2,1,8,0,,0,,0,,0,,0,"3,2,8",25,1,1,5,13,0,1
5,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",19,1,0,16,16,0,0
5,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",20,1,0,18,18,0,0
9,"2,5",2,5,1,2,1,J,0,,0,,0,,0,"2,5,2,J",24,1,1,7,19,0,1
8,"Q,7",Q,7,0,,0,,0,,0,,0,,0,"Q,7",18,0,0,17,17,0,0
K,"A,4",A,4,1,6,0,,0,,0,,0,,0,"A,4,6",20,0,0,15,21,0,1
8,"A,7",A,7,0,,0,,0,,0,,0,,0,"A,7",19,0,0,18,18,0,0
10,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",12,0,0,21,21,0,1
7,"9,6",9,6,0,,0,,0,,0,,0,,0,"9,6",21,1,0,15,15,0,0
K,"5,9",5,9,1,4,0,,0,,0,,0,,0,"5,9,4",17,0,0,14,18,0,1
Q,"2,3",2,3,1,K,1,A,1,5,0,,0,,0,"2,3,K,A,5",17,0,0,5,21,0,1
A,"K,9",K,9,0,,0,,0,,0,,0,,0,"K,9",18,1,0,19,19,0,1
A,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",18,1,0,20,20,0,1
4,"6,J",6,J,0,,0,,0,,0,,0,,0,"6,J",19,1,0,16,16,0,0
8,"6,K",6,K,0,,0,,0,,0,,0,,0,"6,K",18,0,0,16,16,0,0
A,"7,8",7,8,0,,0,,0,,0,,0,,0,"7,8",17,1,0,15,15,0,0
8,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",21,1,0,20,20,0,0
A,"8,6",8,6,1,10,0,,0,,0,,0,,0,"8,6,10",20,0,0,14,24,1,0
6,"9,5",9,5,0,,0,,0,,0,,0,,0,"9,5",17,0,0,14,14,0,0
A,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",17,0,0,21,21,0,1
2,"K,8",K,8,0,,0,,0,,0,,0,,0,"K,8",18,1,0,18,18,0,0
9,"9,A",9,A,0,,0,,0,,0,,0,,0,"9,A",19,0,0,20,20,0,1
3,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",18,1,0,20,20,0,1
2,"A,6",A,6,0,5,1,3,0,,0,,0,,0,"A,6,5,3",17,1,0,17,15,0,0
J,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",21,0,0,20,20,0,0
6,"8,4",8,4,0,,0,,0,,0,,0,,0,"8,4",19,1,0,12,12,0,0
3,"J,2",J,2,0,,0,,0,,0,,0,,0,"J,2",17,1,0,12,12,0,0
K,"9,7",9,7,1,6,0,,0,,0,,0,,0,"9,7,6",18,0,0,16,22,1,0
7,"3,5",3,5,1,A,0,,0,,0,,0,,0,"3,5,A",18,1,0,8,19,0,1
A,"K,4",K,4,0,,0,,0,,0,,0,,0,"K,4",21,0,0,14,14,0,0
7,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",17,0,0,21,21,0,1
K,"9,9",9,9,0,,0,,0,,0,,0,,0,"9,9",20,0,0,18,18,0,0
9,"3,5",3,5,1,K,0,,0,,0,,0,,0,"3,5,K",19,1,0,8,18,0,0
A,"J,7",J,7,0,,0,,0,,0,,0,,0,"J,7",25,1,1,17,17,0,1
6,"2,3",2,3,1,K,0,,0,,0,,0,,0,"2,3,K",19,1,0,5,15,0,0
A,"10,8",10,8,0,,0,,0,,0,,0,,0,"10,8",19,1,0,18,18,0,0
8,"6,K",6,K,1,5,0,,0,,0,,0,,0,"6,K,5",18,0,0,16,21,0,1
3,"4,2",4,2,1,9,0,,0,,0,,0,,0,"4,2,9",17,1,0,6,15,0,0
5,"6,J",6,J,1,6,0,,0,,0,,0,,0,"6,J,6",15,0,0,16,22,1,0
10,"4,K",4,K,1,6,0,,0,,0,,0,,0,"4,K,6",17,0,0,14,20,0,1
J,"8,J",8,J,0,,0,,0,,0,,0,,0,"8,J",26,1,1,18,18,0,1
5,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",21,1,0,19,19,0,0
K,"9,6",9,6,0,,0,,0,,0,,0,,0,"9,6",24,1,1,15,15,0,1
K,"Q,2",Q,2,0,,0,,0,,0,,0,,0,"Q,2",17,1,0,12,12,0,0
8,"10,5",10,5,1,4,0,,0,,0,,0,,0,"10,5,4",18,0,0,15,19,0,1
9,"Q,8",Q,8,1,4,0,,0,,0,,0,,0,"Q,8,4",12,0,0,18,22,1,0
5,"9,3",9,3,0,,0,,0,,0,,0,,0,"9,3",25,1,1,12,12,0,1
9,"3,7",3,7,1,2,1,4,1,3,0,,0,,0,"3,7,2,4,3",19,0,0,10,19,0,0
A,"6,5",6,5,1,8,0,,0,,0,,0,,0,"6,5,8",17,0,0,11,19,0,1
5,"2,J",2,J,1,J,0,,0,,0,,0,,0,"2,J,J",15,0,0,12,22,1,0
5,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",17,1,0,20,20,0,1
2,"7,6",7,6,1,8,0,,0,,0,,0,,0,"7,6,8",26,1,1,13,21,0,1
4,"3,2",3,2,1,10,0,,0,,0,,0,,0,"3,2,10",17,1,0,5,15,0,0
K,"K,4",K,4,0,,0,,0,,0,,0,,0,"K,4",18,0,0,14,14,0,0
A,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",21,0,0,12,12,0,0
7,"9,2",9,2,1,6,0,,0,,0,,0,,0,"9,2,6",17,1,0,11,17,0,0
Q,"8,3",8,3,1,10,0,,0,,0,,0,,0,"8,3,10",20,0,0,11,21,0,1
10,"8,3",8,3,1,3,1,4,0,,0,,0,,0,"8,3,3,4",20,0,0,11,18,0,0
A,"3,2",3,2,1,Q,0,,0,,0,,0,,0,"3,2,Q",19,1,0,5,15,0,0
7,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",17,1,0,17,17,0,0
7,"3,2",3,2,1,3,1,5,0,,0,,0,,0,"3,2,3,5",22,1,1,5,13,0,1
A,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",21,0,0,19,19,0,0
2,"10,5",10,5,0,,0,,0,,0,,0,,0,"10,5",18,1,0,15,15,0,0
7,"3,6",3,6,1,9,1,2,0,,0,,0,,0,"3,6,9,2",17,1,0,9,20,0,1
2,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",17,1,0,17,17,0,0
10,"2,3",2,3,1,8,1,J,0,,0,,0,,0,"2,3,8,J",18,0,0,5,23,1,0
6,"4,5",4,5,1,8,0,,0,,0,,0,,0,"4,5,8",20,1,0,9,17,0,0
8,"Q,Q",Q,Q,0,,0,,0,,0,,0,,0,"Q,Q",18,0,0,20,20,0,1
2,"10,2",10,2,1,A,1,2,1,10,0,,0,,0,"10,2,A,2,10",7,0,0,12,25,1,0
K,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",17,0,0,17,17,0,0
6,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",22,1,1,18,18,0,1
Q,"5,J",5,J,1,5,0,,0,,0,,0,,0,"5,J,5",17,0,0,15,20,0,1
9,"A,3",A,3,1,3,1,9,1,5,0,,0,,0,"A,3,3,9,5",17,0,0,14,21,0,1
6,"3,K",3,K,0,,0,,0,,0,,0,,0,"3,K",20,1,0,13,13,0,0
A,"3,K",3,K,0,,0,,0,,0,,0,,0,"3,K",19,1,0,13,13,0,0
5,"9,A",9,A,0,,0,,0,,0,,0,,0,"9,A",20,1,0,20,20,0,0
J,"9,3",9,3,1,10,0,,0,,0,,0,,0,"9,3,10",19,0,0,12,22,1,0
J,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",18,1,0,19,19,0,1
2,"4,5",4,5,1,J,0,,0,,0,,0,,0,"4,5,J",22,1,1,9,19,0,1
9,"4,2",4,2,1,9,1,7,0,,0,,0,,0,"4,2,9,7",12,0,0,6,22,1,0
10,"5,8",5,8,0,,0,,0,,0,,0,,0,"5,8",21,0,0,13,13,0,0
6,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",20,1,0,20,20,0,0
J,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",20,0,0,19,19,0,0
4,"Q,5",Q,5,1,9,0,,0,,0,,0,,0,"Q,5,9",14,0,0,15,24,1,0
